ResourceID,RENO,RENO_TYPE,SITE_NAME,NAME_TYPE,RETYPE_Valueid,SITECODE,SITECODE_TYPE,DESCRIPTION,DESCRIPTION_TYPE,REEDATE,REEDATE_TYPE,REEDATEPREC_Valueid,RELDATE,RELDATE_TYPE,RELDATEPREC_Valueid,NGRPREC_Valueid,WKT
00000000-0000-0000-0000-00000lhde160,,,,,,,,"Victorian brick well found during construction of car park/road.",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde161,161,838a206c-7975-4695-a2ae-1575b1e07984,"2 Bank Street",81dd62d2-6701-4195-b74b-8057456bba4b,9b27f985-ef2a-4bae-a1fc-458278d334ea,on101,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1936-09-01,af8e248f-28c9-4c97-b57b-add942b8e009,80282a6a-460c-4fe7-ae6b-7370662415d5,1936-09-01,2195c931-95b0-4c91-9a1d-7607d56d1377,80282a6a-460c-4fe7-ae6b-7370662415d5,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.538364443132857 53.229590384375769)
00000000-0000-0000-0000-00000lhde161,,,,,,,,"A substantial section (18 courses) of a Roman building was recorded in the basement heating chambers during construction of the building",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde162,162,838a206c-7975-4695-a2ae-1575b1e07984,"43 Broadway",81dd62d2-6701-4195-b74b-8057456bba4b,b55902a3-4250-43b4-ab84-b678343945ff,on102,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1953-03-14,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1953-03-14,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.532797896838634 53.242107489493819)
00000000-0000-0000-0000-00000lhde162,,,,,,,,"2 Romano-British pots ( a flagon and a small jar) were unearthed by workmen cutting a drainage trench behind the new house. Museum fieldworkers then found a cinerary urn containing bones and a burial in a small oval pit along with assorted other finds and coins",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde163,163,838a206c-7975-4695-a2ae-1575b1e07984,"91 Broadway",81dd62d2-6701-4195-b74b-8057456bba4b,b244bfc4-313c-4730-97ca-bfbf0feadcbb,on103,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1956-06-01,af8e248f-28c9-4c97-b57b-add942b8e009,80282a6a-460c-4fe7-ae6b-7370662415d5,1956-06-01,2195c931-95b0-4c91-9a1d-7607d56d1377,80282a6a-460c-4fe7-ae6b-7370662415d5,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.536845412506575 53.24206733950713)
00000000-0000-0000-0000-00000lhde163,,,,,,,,"Following the discovery of 68 Roman coins by workmen, LARC conducted a small excavation at the site which produced a quantity of Romano-British pottery",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde164,164,838a206c-7975-4695-a2ae-1575b1e07984,"Cornhill",81dd62d2-6701-4195-b74b-8057456bba4b,9b27f985-ef2a-4bae-a1fc-458278d334ea,on104,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1977-01-01,af8e248f-28c9-4c97-b57b-add942b8e009,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,1977-12-31,2195c931-95b0-4c91-9a1d-7607d56d1377,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.539901090838046 53.22757755859157)
00000000-0000-0000-0000-00000lhde164,,,,,,,,"During the laying of a gas pipe a large number of clay pipes were found in a pit and parts of the kiln muffle were also discovered. Pipes were all mid 19th century with no makers mark found",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde165,165,838a206c-7975-4695-a2ae-1575b1e07984,"Co-operative Building, Free School Lane",81dd62d2-6701-4195-b74b-8057456bba4b,9b27f985-ef2a-4bae-a1fc-458278d334ea,on105,70164ed3-db25-446d-9282-b7fcf6cb4838,,,,,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,,,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.538139204604573 53.229605601473388)
00000000-0000-0000-0000-00000lhde165,,,,,,,,"During building work at 11-15 feet (3.35m-4.57m) below present level tiles, bricks, Roman coins and a bronze ornament (lions foot and lower part of the leg, with eagle wings above) were discovered. At 8* feet (2.44m) several funeral jars were found, whilst at about 5 feet (1.52m) a line of tiles and brick marked the line of the medieval city. A large number of skeletons from the cemetery of St Edmund were also found at grave depth below the medieval line.  *nb The account in SOURCE1543 states that these were found at 18 feet (5.49m) below the surface.",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde166,166,838a206c-7975-4695-a2ae-1575b1e07984,"3 Greestone Place",81dd62d2-6701-4195-b74b-8057456bba4b,9b27f985-ef2a-4bae-a1fc-458278d334ea,on106,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1978-01-01,af8e248f-28c9-4c97-b57b-add942b8e009,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,1978-12-31,2195c931-95b0-4c91-9a1d-7607d56d1377,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.534224375387974 53.233252267938539)
00000000-0000-0000-0000-00000lhde166,,,,,,,,"House cellar was filled with domestic rubble of c.1780-1880. This was mostly `Creamware' and `Queens ware' and coarse earthenware kitchen vessels",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde167,167,838a206c-7975-4695-a2ae-1575b1e07984,"GPO building Guildhall Street",81dd62d2-6701-4195-b74b-8057456bba4b,9b27f985-ef2a-4bae-a1fc-458278d334ea,on107,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1907-01-01,af8e248f-28c9-4c97-b57b-add942b8e009,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,1907-12-31,2195c931-95b0-4c91-9a1d-7607d56d1377,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.541576445360916 53.229413976722782)
00000000-0000-0000-0000-00000lhde167,,,,,,,,"Discovered during excavations for the building -`an ancient skate and a bodkin', also some pottery fragments. No other details",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde168,168,838a206c-7975-4695-a2ae-1575b1e07984,"8 James Street",81dd62d2-6701-4195-b74b-8057456bba4b,9b27f985-ef2a-4bae-a1fc-458278d334ea,on108,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1968-01-01,af8e248f-28c9-4c97-b57b-add942b8e009,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,1968-12-31,2195c931-95b0-4c91-9a1d-7607d56d1377,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.536760057333005 53.235782540421688)
00000000-0000-0000-0000-00000lhde168,,,,,,,,"During alterations in the garden a millstone was found, when removed it was seen to be the cover for a stone-lined well. (As No.18 does not exist (yes it does! JH) A Smith went to look this one out and concluded that it was really No.8)",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde169,169,838a206c-7975-4695-a2ae-1575b1e07984,"Newport Cemetery",81dd62d2-6701-4195-b74b-8057456bba4b,9b27f985-ef2a-4bae-a1fc-458278d334ea,on109,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1975-01-01,af8e248f-28c9-4c97-b57b-add942b8e009,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,1976-12-31,2195c931-95b0-4c91-9a1d-7607d56d1377,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,efb941fc-040b-49e8-b72d-b69418e6a5fc,POINT (-0.534192100919116 53.240776196167943)
00000000-0000-0000-0000-00000lhde169,,,,,,,,"Grave digging unearthed Roman cremation urns plus fragments of associated dishes - amphora handle, samian base, lead figurine - plus an inscribed Roman tombstone. Probably represents the burial ground of a single family not part of the main colonia cemeteries",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde170,170,838a206c-7975-4695-a2ae-1575b1e07984,"West Bight",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on11,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1982-11-02,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1982-11-02,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.539550406073364 53.236122407037548)
00000000-0000-0000-0000-00000lhde170,,,,,,,,"The digging of a sewer pipe connecting trench to 45-51 West Bight exposed a westwards extension of the Mint Wall 1.3m+ under modern West Bight. Also exposed was a probable primary makeup for the east-west road north of the wall",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde171,171,838a206c-7975-4695-a2ae-1575b1e07984,"Pottergate",81dd62d2-6701-4195-b74b-8057456bba4b,9b27f985-ef2a-4bae-a1fc-458278d334ea,on110,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1937-01-01,af8e248f-28c9-4c97-b57b-add942b8e009,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,1937-12-31,2195c931-95b0-4c91-9a1d-7607d56d1377,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.532770134634603 53.233279324881174)
00000000-0000-0000-0000-00000lhde171,,,,,,,,"A group of 18th century pottery, glass and clay pipes was unearthed during widening operations of Pottergate to the east of Pottergate arch",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde172,172,838a206c-7975-4695-a2ae-1575b1e07984,"Falcon Hotel, Saltergate",81dd62d2-6701-4195-b74b-8057456bba4b,9b27f985-ef2a-4bae-a1fc-458278d334ea,on111,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1937-06-01,af8e248f-28c9-4c97-b57b-add942b8e009,80282a6a-460c-4fe7-ae6b-7370662415d5,1937-06-30,2195c931-95b0-4c91-9a1d-7607d56d1377,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.539591797255915 53.229182915302658)
00000000-0000-0000-0000-00000lhde172,,,,,,,,"A section of the Roman town wall was unearthed during excavations for the Falcon Hotel. It had a dressed stone outer face and stepped features",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde173,173,838a206c-7975-4695-a2ae-1575b1e07984,"St Catherines Road",81dd62d2-6701-4195-b74b-8057456bba4b,9b27f985-ef2a-4bae-a1fc-458278d334ea,on112,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1920-01-01,af8e248f-28c9-4c97-b57b-add942b8e009,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,1920-10-13,2195c931-95b0-4c91-9a1d-7607d56d1377,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.548175509000846 53.212809760286824)
00000000-0000-0000-0000-00000lhde173,,,,,,,,"Whilst digging sewerage trenches a stone coffin in two pieces was discovered about 3-4ft (0.91m-1.22m) down. It was thought to have come from the site of St Katherines Priory. The press reported several coffins, one 7ft 6ins long containing 12 skulls (Nottingham Evening Post - 1920-14-10 p 4 col 1)",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde174,174,838a206c-7975-4695-a2ae-1575b1e07984,"St Catherines Guest House",81dd62d2-6701-4195-b74b-8057456bba4b,9b27f985-ef2a-4bae-a1fc-458278d334ea,on113,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1978-03-02,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1978-03-02,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,eaaf330f-0f60-45a6-85da-55c0a470dc0a,POINT (-0.54710029695916 53.213605725929085)
00000000-0000-0000-0000-00000lhde174,,,,,,,,"Several architectural fragments thought to have come from St Catherines Priory were found here",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde175,175,838a206c-7975-4695-a2ae-1575b1e07984,"Waterside North",81dd62d2-6701-4195-b74b-8057456bba4b,9b27f985-ef2a-4bae-a1fc-458278d334ea,on114,70164ed3-db25-446d-9282-b7fcf6cb4838,,,,,b8b074ba-8899-4ae3-9017-aab1342ab3cc,,,b8b074ba-8899-4ae3-9017-aab1342ab3cc,0c1d8c81-31d7-40b2-bbb0-43c3c9c686eb,POINT (-0.534986626680823 53.22847914832343)
00000000-0000-0000-0000-00000lhde175,,,,,,,,"Whilst sinking a well or steam engine shaft, workmen discovered at about 15ft (4.57m) a perfect skull and by its side a two-edged brass sword 2 feet long with the hilt bound with fine gold wire and escalloping, and a quantity of highest quality thin gold ornaments. This was on the premises of Thomas Richardson, corn merchant and miller, on Waterside North, a business later taken over by William Fosters Wellington Works. (SM 1836-12-02 p 3 col 3)",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde176,176,838a206c-7975-4695-a2ae-1575b1e07984,"Swanpool, Oak Farm",81dd62d2-6701-4195-b74b-8057456bba4b,203b1cb2-ff13-4bde-a03c-c9fef5e9d733,on115,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1978-03-30,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1980-03-07,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.578565481106537 53.222165713014093)
00000000-0000-0000-0000-00000lhde176,,,,,,,,"A carved stone with claw chisel finish and incised lines on the back was found in a field to the south of Swanpool (Haw Hill) in 1978. Nearby in 1980 was found an inscribed tile of c.1500-50 (see RE1659). Photos of both are in the museum",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde177,177,838a206c-7975-4695-a2ae-1575b1e07984,"St Rumbolds Street, Telephone Exchange building",81dd62d2-6701-4195-b74b-8057456bba4b,b244bfc4-313c-4730-97ca-bfbf0feadcbb,on116,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1954-09-08,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1954-09-08,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.535551016970338 53.229061421206517)
00000000-0000-0000-0000-00000lhde177,,,,,,,,"A rough limestone east-west wall with considerable rubble tipped against it was encountered whilst building the Exchange. A deposit containing pottery and bones was found beneath this rubble with the pottery being dated no later than c.AD200",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde178,178,838a206c-7975-4695-a2ae-1575b1e07984,"Usher Gallery Gardens",81dd62d2-6701-4195-b74b-8057456bba4b,203b1cb2-ff13-4bde-a03c-c9fef5e9d733,on117,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1977-05-01,af8e248f-28c9-4c97-b57b-add942b8e009,80282a6a-460c-4fe7-ae6b-7370662415d5,1977-05-01,2195c931-95b0-4c91-9a1d-7607d56d1377,80282a6a-460c-4fe7-ae6b-7370662415d5,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.536105090371498 53.232142685119001)
00000000-0000-0000-0000-00000lhde178,,,,,,,,"An Edward the Confessor silver penny of the Stamford Mint was found somewhere in the gallery grounds. The coin is from the heavy coinage of the expanding cross type (BMC type V) issued between 1050-53. Reverse inscription reads + FAERGRIM ON[ST]ANFO",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde179,179,838a206c-7975-4695-a2ae-1575b1e07984,"Beaumont Manor, Beaumont Fee",81dd62d2-6701-4195-b74b-8057456bba4b,9b27f985-ef2a-4bae-a1fc-458278d334ea,on118,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1948-01-01,af8e248f-28c9-4c97-b57b-add942b8e009,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,1950-12-31,2195c931-95b0-4c91-9a1d-7607d56d1377,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.543223515953254 53.231205076154794)
00000000-0000-0000-0000-00000lhde179,,,,,,,,"A section of the colonia wall rampart was located during foundation building. Pot from immediately below the rampart was dated AD 150, rubbish and debris was dated AD 180 and the tipped layers on the rampart dated to the first quarter of the 3rd century",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde180,180,838a206c-7975-4695-a2ae-1575b1e07984,"90 Bailgate",81dd62d2-6701-4195-b74b-8057456bba4b,9b27f985-ef2a-4bae-a1fc-458278d334ea,on119,70164ed3-db25-446d-9282-b7fcf6cb4838,,,,,b8b074ba-8899-4ae3-9017-aab1342ab3cc,,,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.538408820939425 53.234885825168988)
00000000-0000-0000-0000-00000lhde180,,,,,,,,"6 inches (150mm) below the shop floor were found two chambers, one containing ten medieval jugs, the other 3 Roman pots containing ash and burnt bone",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde181,181,838a206c-7975-4695-a2ae-1575b1e07984,"Burton Road",81dd62d2-6701-4195-b74b-8057456bba4b,9b27f985-ef2a-4bae-a1fc-458278d334ea,on120,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1940-07-04,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1940-07-04,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.550349131698859 53.245567457644967)
00000000-0000-0000-0000-00000lhde181,,,,,,,,"Whilst digging trenches on the side of Burton Ridge almost directly opposite the Sobraon Barracks entrance, troops from the Lincolnshire Regiment came across an area of blue clay at a depth of about 5ft (1.52m) containing a group bronze objects, buckle etc.",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde182,182,838a206c-7975-4695-a2ae-1575b1e07984,"28 Cecil Street",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on121,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1989-04-08,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1989-04-28,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.539948353216189 53.238078031389691)
00000000-0000-0000-0000-00000lhde182,,,,,,,,"Foundation trenches at the rear of the property revealed little archaeology except a thick layer of lime which could have been a post-medieval kiln",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde183,183,838a206c-7975-4695-a2ae-1575b1e07984,"Lincoln Cathedral Retro-choir",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on122,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1984-01-01,af8e248f-28c9-4c97-b57b-add942b8e009,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,1984-12-31,2195c931-95b0-4c91-9a1d-7607d56d1377,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.535459644197443 53.234373176863954)
00000000-0000-0000-0000-00000lhde183,,,,,,,,"A trench was cut on the north side of the retro-choir which revealed the quality and scale of this northern wall",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde184,184,838a206c-7975-4695-a2ae-1575b1e07984,"Lincoln Cathedral, north of nave",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on123,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1983-01-01,af8e248f-28c9-4c97-b57b-add942b8e009,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,1983-12-31,2195c931-95b0-4c91-9a1d-7607d56d1377,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.536537970138739 53.234386420519485)
00000000-0000-0000-0000-00000lhde184,,,,,,,,"A long trench along the north side of the nave was watched, this provided information about the medieval style of construction",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde185,185,838a206c-7975-4695-a2ae-1575b1e07984,"Carholme Road/Hewson Road",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on124,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1988-05-11,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1988-05-11,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.559286750763531 53.234250016267126)
00000000-0000-0000-0000-00000lhde185,,,,,,,,"Posts which resembled railway sleepers were found which had been driven into the ground directly below the road surface. One of them had been removed and the fill was of modern material. Possible tank trap? JH",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde186,186,838a206c-7975-4695-a2ae-1575b1e07984,"Grantham Street/Flaxengate",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on125,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1988-06-17,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1988-06-20,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,eaaf330f-0f60-45a6-85da-55c0a470dc0a,POINT (-0.538027267672029 53.231132467528489)
00000000-0000-0000-0000-00000lhde186,,,,,,,,"A pipe trench was watched at this junction and dark grey/green silty clay and limestone rubble were noticed",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde187,187,838a206c-7975-4695-a2ae-1575b1e07984,"Pottergate",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on126,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1988-01-20,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1988-01-25,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.534644456325845 53.234551940922238)
00000000-0000-0000-0000-00000lhde187,,,,,,,,"A section of limestone wall and much rubble was uncovered during service trenching. Wall was thought to have been part of a terracing operation and the rubble possibly part of the original defensive gate foundations",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde188,188,838a206c-7975-4695-a2ae-1575b1e07984,"Well Lane",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on127,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1989-05-18,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1989-05-18,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.538370421726212 53.232494111236441)
00000000-0000-0000-0000-00000lhde188,,,,,,,,"Archaeological monitoring and recording (watching brief). Machine excavation of a trench revealed mainly Victorian rubble and a possible cellar area (infilled).",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde189,189,838a206c-7975-4695-a2ae-1575b1e07984,"9 Whitehall Grove",81dd62d2-6701-4195-b74b-8057456bba4b,b244bfc4-313c-4730-97ca-bfbf0feadcbb,on128,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1974-01-01,af8e248f-28c9-4c97-b57b-add942b8e009,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,1974-12-31,2195c931-95b0-4c91-9a1d-7607d56d1377,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,eaaf330f-0f60-45a6-85da-55c0a470dc0a,POINT (-0.547367297813065 53.231830983281846)
00000000-0000-0000-0000-00000lhde189,,,,,,,,"During home excavations a stony surface was encountered at c.1m with associated late Roman pottery and a 3rd century coin of Salonina c.AD260",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde190,190,838a206c-7975-4695-a2ae-1575b1e07984,"22 St Martins Street",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on129,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1989-05-16,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1989-05-16,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.53912687467422 53.232278643553748)
00000000-0000-0000-0000-00000lhde190,,,,,,,,"Lowering of the ground surface by c.30cm to create a new patio level revealed the top of a stone well. It was most likely post-medieval and part of Hawsons Court.",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde191,191,838a206c-7975-4695-a2ae-1575b1e07984,"Spring Hill/Michaelgate",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on13,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1983-03-01,af8e248f-28c9-4c97-b57b-add942b8e009,80282a6a-460c-4fe7-ae6b-7370662415d5,1983-03-01,2195c931-95b0-4c91-9a1d-7607d56d1377,80282a6a-460c-4fe7-ae6b-7370662415d5,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.540156245523503 53.232848612144871)
00000000-0000-0000-0000-00000lhde191,,,,,,,,"A clearance operation removed 2.5m depth of soil revealing mostly pure blue/grey and orange clay. There were also the remains of Roman and medieval refuse pits and several pot sherds scattered around the site",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
