ResourceID,SOURCENO,SOURCENO_TYPE,TYPE_Valueid,AUTHOR,TITLE,TITLE_TYPE,PUBLICATION_PLACE,Date,EDITOR,PUBLISHER,JOURNAL_SERIES_NAME,PAGES,SERIES_NO
00000000-0000-0000-0000-00000lhds217,217,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Hall, Jackie","Lincoln Archaeology 1992-1993: The Close Wall",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1993,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","21-2","5"
00000000-0000-0000-0000-00000lhds221,221,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Harris, Roland","Lincoln Archaeology 1992-1993: The Jews House and The Norman House: Interpretation of the medieval fabric",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1993,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","24-8","5"
00000000-0000-0000-0000-00000lhds222,222,838a206c-7975-4695-a2ae-1575b1e07984,262ed470-bf1e-411e-96cc-744326ca764c,"Hartley, B. R.","Roman pottery research in Britain and NW Europe: The Early Roman military occupation of Lincoln and Chester",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,,1981,"Anderson, A. C. & Anderson, A. S. ",,"British Archaeological Reports International Series","239-47","S123"
00000000-0000-0000-0000-00000lhds233,233,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Hockley, John","Lincoln Archaeology 1990-1991: 170 High Street",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1991,"Jones, M. J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","15-17","3"
00000000-0000-0000-0000-00000lhds234,234,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Hockley, John","Lincoln Archaeology 1992-1993: Archaeology and Planning: The Future of the Past",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1993,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","8-11","5"
00000000-0000-0000-0000-00000lhds235,235,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Hockley, John","Lincoln Archaeology 1991-1992: Lincoln Highways Strategy/Skewbridge Local Plan",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1992,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","17-18","4"
00000000-0000-0000-0000-00000lhds236,236,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Hockley, John","Lincoln Archaeology 1991-1992: 191 High Street",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1992,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","19-20","4"
00000000-0000-0000-0000-00000lhds948,948,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Hooper, J.","Lincoln Archaeology: St Marys School, 5 Pottergate, Lincoln",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1994,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","10","6"
00000000-0000-0000-0000-00000lhds249,249,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Hooper, Janet","Lincoln Archaeology 1992-1993: Lawn Kitchen Garden",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1993,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","32","5"
00000000-0000-0000-0000-00000lhds251,251,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Hughes, H. and Lewis, P.","Clarendon Palace: the History and Archaeology of a Medieval Palace and Hunting Lodge: Paint palettes",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"London",1988,"James, T. B. & Robinson, A. M.","Society of Antiquaries","Reports of the Research Committee of the Society of Antiquaries London","29-32","45"
00000000-0000-0000-0000-00000lhds253,253,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Hunter, K.","Lincoln Archaeological Trust 1980-81: The Anglo-Saxon hanging bowl from St Paul-in-the-Bail",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1981,"Nurser, E.","Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","23-4","9"
00000000-0000-0000-0000-00000lhds255,255,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jarvis, M.","Lincoln Archaeology 1989-1990: 170 High Street",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1990,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","11-12","2"
00000000-0000-0000-0000-00000lhds256,256,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jarvis, M.","Lincoln Archaeology 1989-1990: Old Bishops Palace",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1990,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","15","2"
00000000-0000-0000-0000-00000lhds257,257,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jarvis, M.","Lincoln Archaeology 1989-1990: Greestone Stairs",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1990,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","16","2"
00000000-0000-0000-0000-00000lhds808,808,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jarvis, M.","Lincoln Archaeology 1994-5: Lincoln Central Library",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1995,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","7-10","7"
00000000-0000-0000-0000-00000lhds809,809,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jarvis, M.","Lincoln Archaeology 1989-1990: Brough, North Humberside",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1995,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","24","7"
00000000-0000-0000-0000-00000lhds929,929,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jennings, S.","Excavations within the North-East Bailey of Norwich Castle, 1979: The Post-Medieval Pottery",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Dereham",1985,"Ayers, B.","Norfolk Archaeological Unit","East Anglian Archaeology Reports","40-42","28"
00000000-0000-0000-0000-00000lhds926,926,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jennings, S. and Rogerson, A.","The Late Saxon and Medieval Pottery Industry of Grimston, Norfolk: Excavations 1962-92: The distribution of Grimston Ware in East Anglia and beyond",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Dereham",1994,"Leah, M.","Field Archaeology Division, Norfolk Museum Service","East Anglian Archaeology Reports","116-120","64"
00000000-0000-0000-0000-00000lhds258,258,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jennings, S. and Young, J.","St Marks Church and Cemetery: The pottery",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"London",1986,"Gilmour, B. J. J. & Stocker, D. A.","Council for British Archaeology","The Archaeology of Lincoln","35-40","13-1"
00000000-0000-0000-0000-00000lhds272,272,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J.","Lincoln Archaeological Trust 1976-1977: St Paul-in-the-Bail",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1977,,"Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","7","5"
00000000-0000-0000-0000-00000lhds273,273,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J.","Lincoln Archaeological Trust 1976-1977: Miscellaneous Sites",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1977,,"Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","8-9","5"
00000000-0000-0000-0000-00000lhds280,280,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J.","Lincoln Archaeological Trust 1980-81: Archaeology in Lincoln: towards a framework for the future",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1981,"Nurser, E.","Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","8-9","9"
00000000-0000-0000-0000-00000lhds282,282,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J.","Archaeology in Lincoln 1981-1982: Archaeology in Lincoln - Past and Future",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1982,"Nurser, E.","Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","4-6","10"
00000000-0000-0000-0000-00000lhds283,283,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J.","Archaeology in Lincoln 1981-1982: Grantham Street",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1982,"Nurser, E.","Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","26","10"
00000000-0000-0000-0000-00000lhds289,289,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J.","Archaeology in Lincolnshire 1984-1985: Trial excavations. Chapel Lane (Corporation Depot), Lincoln. St Marks Station",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1985,"Nurser, E.","Trust for Lincolnshire Archaeology","Annual Report Trust for Lincolnshire Archaeology","46-7","1"
00000000-0000-0000-0000-00000lhds290,290,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J.","Archaeology in Lincolnshire 1985-1986: Chapel Lane",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1986,"Nurser, E.","Trust for Lincolnshire Archaeology","Annual Report Trust for Lincolnshire Archaeology","23","2"
00000000-0000-0000-0000-00000lhds291,291,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J.","Archaeology in Lincolnshire 1985-1986: The Lawn Hospital",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1986,"Nurser, E.","Trust for Lincolnshire Archaeology","Annual Report Trust for Lincolnshire Archaeology","28-9","2"
00000000-0000-0000-0000-00000lhds292,292,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J.","Archaeology in Lincolnshire 1987-1988: Cathedral west front",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1988,"Nurser, E.","Trust for Lincolnshire Archaeology","Annual Report Trust for Lincolnshire Archaeology","27","4"
00000000-0000-0000-0000-00000lhds294,294,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J.","Lincoln Archaeology 1989-1990: Lincolns Roman defences: The Lower City",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1990,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","23-4","2"
00000000-0000-0000-0000-00000lhds295,295,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J.","Lincoln Archaeology 1989-1990: Watching briefs",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1990,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","18","2"
00000000-0000-0000-0000-00000lhds296,296,838a206c-7975-4695-a2ae-1575b1e07984,262ed470-bf1e-411e-96cc-744326ca764c,"Jones, M. J.","Roman urban topography in Britain and the Western Empire: New streets for old: the topography of Roman Lincoln",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"London",1985,"Grew, F. & Hobley, B.","Council for British Archaeology","Council for British Archaeology Research Reports","86-93","59"
00000000-0000-0000-0000-00000lhds297,297,838a206c-7975-4695-a2ae-1575b1e07984,262ed470-bf1e-411e-96cc-744326ca764c,"Jones, M. J.","Roman frontier studies 1979: The early military occupation of the Lincoln area: recent research",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,,1980,"Hanson, W. S. & Keppie, L. J. F.",,"British Archaeological Reports International Series","279-89","S71"
00000000-0000-0000-0000-00000lhds300,300,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J.","Lincoln Archaeology 1988-1989: Other sites and watching briefs",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1989,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","16-17","1"
00000000-0000-0000-0000-00000lhds301,301,838a206c-7975-4695-a2ae-1575b1e07984,b01ca8a5-f56d-44f4-a969-cf62847fc6e5,"Jones, M. J.","The Buildings of England: Lincolnshire (Revised Edition): Roman Lincoln",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"London",1989,"Pevsner, N. & Harris, J. revised by Antram, N.","Penguin Books","The Buildings of England","437-41",
00000000-0000-0000-0000-00000lhds304,304,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J.","Lincoln Archaeology 1992-1993: Arms to Oblivion: What did happen to the Ninth Legion?",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1993,"Jones, M. J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","52","5"
00000000-0000-0000-0000-00000lhds949,949,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J.","Lincoln Archaeology: Minor Sites",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1994,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","17-18","6"
00000000-0000-0000-0000-00000lhds978,978,838a206c-7975-4695-a2ae-1575b1e07984,262ed470-bf1e-411e-96cc-744326ca764c,"Jones, M. J.","The Defences of the Upper Roman Enclosure: Cecil Street, report of excavations and survey 1975-79",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"London",1980,"Jones, M. J.","Council for British Archaeology","The Archaeology of Lincoln","31-5","7-1"
00000000-0000-0000-0000-00000lhds995,995,838a206c-7975-4695-a2ae-1575b1e07984,262ed470-bf1e-411e-96cc-744326ca764c,"Jones, M. J.","The Defences of the Upper Roman Enclosure: Eastgate Hotel, report of excavations 1971",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"London",1980,"Jones, M. J.","Council for British Archaeology","The Archaeology of Lincoln","23-5","7-1"
00000000-0000-0000-0000-00000lhds261,261,838a206c-7975-4695-a2ae-1575b1e07984,262ed470-bf1e-411e-96cc-744326ca764c,"Jones, M. J. and Bond, C. J.","Urban archaeology in Britain: Urban defences",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"London",1987,"Schofield, J. A. & Leech, R.","Council for British Archaeology","Council for British Archaeology Research Reports","81-116","61"
00000000-0000-0000-0000-00000lhds810,810,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J. and Cleary, S. E.","Lincoln Archaeology 1989-1990: St Bertand De Comminges: (Lugdunum Convenarum)",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1995,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","41-3","7"
00000000-0000-0000-0000-00000lhds263,263,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J. and Gilmour, B. J. J.","Lincoln Archaeological Trust 1976-1977: St Marks",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1977,,"Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","5-7","5"
00000000-0000-0000-0000-00000lhds265,265,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J. and Jones, R. H.","Lincoln Archaeological Trust 1974-1975: Danes Terrace",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1975,,"Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","18-19","3"
00000000-0000-0000-0000-00000lhds267,267,838a206c-7975-4695-a2ae-1575b1e07984,262ed470-bf1e-411e-96cc-744326ca764c,"Jones, M. J. and Jones, R. H.","Waterfront archaeology in Britain and northern Europe: Lincoln",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"London",1981,"Hobley, B. & Milne, G.","Council for British Archaeology","Council for British Archaeology Research Reports","138-9","41"
00000000-0000-0000-0000-00000lhds268,268,838a206c-7975-4695-a2ae-1575b1e07984,262ed470-bf1e-411e-96cc-744326ca764c,"Jones, M. J. and Wacher, J.. S.","Urban archaeology in Britain: Roman towns",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"London",1987,"Schofield, J. A. & Leech, R.","Council for British Archaeology","Council for British Archaeology Research Reports","27-45","61"
00000000-0000-0000-0000-00000lhds269,269,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J., Gilmour, B. J. J. and Colyer, Christina","Lincoln Archaeological Trust 1975-1976: St Marks",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1976,,"Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","17-21","4"
00000000-0000-0000-0000-00000lhds270,270,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J., Gilmour, B. J. J. and Jones, R. H.","Lincoln Archaeological Trust 1976-1977: Westgate/West Bight",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1977,,"Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","7-8","5"
00000000-0000-0000-0000-00000lhds271,271,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J., Jones, R. H. and Lincoln, N. J.","Lincoln Archaeological Trust 1974-1975: Steep Hill",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1975,,"Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","19-21","3"
00000000-0000-0000-0000-00000lhds284,284,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, M. J., Stocker, D. A. and Trueman, M.","Archaeology in Lincoln 1982-1983: Minor Sites and Watching Briefs",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1983,"Nurser, E.","Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","27-8","11"
00000000-0000-0000-0000-00000lhds274,274,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, Michael","Lincoln Archaeological Trust 1978-1979: Lincolns Roman Fortifications",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1979,,"Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","20-2","7"
00000000-0000-0000-0000-00000lhds275,275,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, Michael","Lincoln Archaeological Trust 1978-1979: Bailgate well; Michaelgate; Castle Square; East Bight; Saltergate",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1979,,"Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","18-20","7"
00000000-0000-0000-0000-00000lhds276,276,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, Michael","Lincoln Archaeological Trust 1979-1980: Watching briefs",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1980,,"Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","17-18","8"
00000000-0000-0000-0000-00000lhds298,298,838a206c-7975-4695-a2ae-1575b1e07984,978a91c3-db52-4ca6-8c0d-d608b83f78e5,"Jones, Michael J.","Medieval art and architecture at Lincoln Cathedral: Archaeology in Lincoln",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,,1986,"Heslop, T. A. & Sekules, V.","British Archaeological Association","British Archaeological Association Conference Transactions","1-8",
00000000-0000-0000-0000-00000lhds305,305,838a206c-7975-4695-a2ae-1575b1e07984,b01ca8a5-f56d-44f4-a969-cf62847fc6e5,"Jones, Michael J.","Pre-Viking Lindsey: The Latter Days of Roman Lincoln",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1993,"Vince, Alan","City of Lincoln Archaeology Unit","Lincoln Archaeological Studies","14-28","1"
00000000-0000-0000-0000-00000lhds310,310,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, R. H.","Lincoln Archaeological Trust 1977-1978: Danes Terrace I",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1978,,"Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","14-15","6"
00000000-0000-0000-0000-00000lhds312,312,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, R. H.","Lincoln Archaeological Trust 1978-1979: The Continuity of Medieval Property Boundaries in Lincoln",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1979,,"Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","22-5","7"
00000000-0000-0000-0000-00000lhds313,313,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, R. H.","Lincoln Archaeological Trust 1979-1980: Orchard Street",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1980,,"Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","15-17","8"
00000000-0000-0000-0000-00000lhds314,314,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, R. H.","Lincoln Archaeological Trust 1980-81: St Marys Guildhall: the excavation of a standing building",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1981,"Nurser, E.","Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","14-16","9"
00000000-0000-0000-0000-00000lhds676,676,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, R. H.","Lincoln Archaeological Trust 1972-1973: Site of Dickinsons Mill, Brayford Wharf East",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1973,,"Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","5","1"
00000000-0000-0000-0000-00000lhds800,800,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, R. H.","Lincoln Archaeological Trust 1977-1978: Flaxengate",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1978,,"Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","25-6","6"
00000000-0000-0000-0000-00000lhds307,307,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, R. H. and Colyer, Christina","Lincoln Archaeological Trust 1975-1976: Flaxengate",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1976,"Colyer, Christina","Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","13-16","4"
00000000-0000-0000-0000-00000lhds311,311,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, R. H. and Colyer, Christina","Lincoln Archaeological Trust 1977-1978: Miscellaneous. Observations, watching briefs etc.",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1978,,"Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","16-18","6"
00000000-0000-0000-0000-00000lhds308,308,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, R. H. and Jones, M. J.","Lincoln Archaeological Trust 1975-1976: Brayford Wharf North",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1976,"Colyer, Christina","Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","24-5","4"
00000000-0000-0000-0000-00000lhds309,309,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, R. H. and Perring, D.","Lincoln Archaeological Trust 1976-1977: Flaxengate",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1977,,"Lincoln Archaeological Trust","Annual Report Lincoln Archaeological Trust","5","5"
00000000-0000-0000-0000-00000lhds326,326,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, S. R.","Lincoln Archaeology 1991-1992: The Norman House (46-7 Steep Hill)",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1992,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","23-4","4"
00000000-0000-0000-0000-00000lhds327,327,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, S. R.","Lincoln Archaeology 1991-1992: Nos 46-7 Steep Hill and No. 1 Christs Hospital Terrace",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1992,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","24-5","4"
00000000-0000-0000-0000-00000lhds328,328,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Jones, S. R.","Lincoln Archaeology 1991-1992: 15 Garmston House (262-3 High Street, Lincoln)",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1992,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","32","4"
00000000-0000-0000-0000-00000lhds950,950,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Kemp, R.","Lincoln Archaeology: A Late Anglo-Saxon Relief Tile from the Excavation of St Paul-in-the-Bail, Lincoln",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1994,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","26","6"
00000000-0000-0000-0000-00000lhds811,811,838a206c-7975-4695-a2ae-1575b1e07984,cc039083-b667-414b-8c4b-31a613997113,"Kenward, Harry","Lincoln Archaeology: Insects from the Lincoln Waterfront",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1995,"Jones, Michael J.","City of Lincoln Archaeology Unit","Annual Report of City of Lincoln Archaeology Unit","39","7"
